en_name,img_link,category_name,company,effective_material,price,usage,ar_name
Alphintern 30 f.c. tabs.,https://dwaprices.com/upload/1676232530.jpg,مضادات التورم,Amoun,"chymotrypsin,trypsin",45,"
مضاد للتورم والكدمات",الفينترن 30 قرص 30  
Ambezim-g 30 f.c. tabs.,https://dwaprices.com/upload/1675633643.jpg,مضادات التورم,Global napi pharmaceuticals,"chymotrypsin,trypsin",54,"
مضاد للالتهاب والتورم",امبيزيم-ج 30 قرص- 30  
Alpha kadol oint. 35 gm,https://www.dwaprices.com/upload/1675063067.jpg,مضادات التورم,Global napi pharmaceuticals > sanofi,"chymotrypsin,phenylbutazone",8.5,"
مسكن للألم , يعالج الانتفاخات",ألفا كادول مرهم 35 جم   35 
Acetaminophen 500mg 20 tab,https://dwaprices.com/upload/1674905336.jpg,ادوية السخونة,Sedico,paracetamol(acetaminophen),15,"
مسكن عام , خافض للحرارة , تقليل الالام",اسيتامينوفين 500مجم 20 اقراص 500 20 
Cetal 100mg/ml oral drops 15 ml,https://www.dwaprices.com/upload/1675425834.jpg,ادوية السخونة,Eipico,paracetamol(acetaminophen),9.5,"
antipyretic",سيتال نقط للاطفال 15 مل 100/   15 
Paracetamol-amriya 120mg/5ml 120ml susp.,https://www.dwaprices.com/upload/1675589434.jpg,ادوية السخونة,Amriya,paracetamol(acetaminophen),8.5,"
مسكن عام , خافض مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكرللحرارة",باراسيتامول-العامرية 120مجم/5مل شراب معلق 120 مل- 120/5 120 
Injectmol 1 gm/100ml vial for i.v. inf.,https://www.dwaprices.com/upload/1675590538.jpg,ادوية السخونة,Amriya > pharma-tech,paracetamol(acetaminophen),34,"
مسكن عام , خافض للحرارة قوي",انجكتمول 1جم/ 100مل فيال للحقن الوريدي 1 /100    
Pentamol 1 gm/100ml soln. for i.v. inf.,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Global pharmaceutical industries > penta pharma-egypt,paracetamol,27,"
محلول خافض للحرارة , مسكن عام للالام , مضاد للالتهابات",1بنتامول 1جم/100مل محلول للحقن الوريدي 1 /100    
Medalgesic 1 gm vial i.v. inf. 100 ml,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Arabcomed-egypt,paracetamol(acetaminophen),25,"
خافض للحرارة",2ميدالجيسك ١جم ڤيال للحقن الوريدي البطيء ١٠٠مل 1     100 
Paragesic 500mg 5 supp.,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Amriya,paracetamol(acetaminophen),8,"
antipyretic",2باراجيسك 500مجم 5 اقماع لبوس 500 5 
Paracetamol-pharco b 1% soln. i.v. inf. 100 ml,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Pharco b,paracetamol(acetaminophen),25.25,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",3باراسيتامول-فاركو بي 1% محلول للتنقيط الوريدي 100 مل-  1%    100 
Voltaren 75mg/3ml 6 amp.,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Novartis,diclofenac sodium,58,"
مسكن آلام وخافض حرارة ومضاد التهاب",2فولتارين 75مجم/3مل 6 أمبولات حقن 75/3 6 
Cetal extra 20 tabs.,https://dwaprices.com/upload/1279519032.jpg,المسكنات,Eipico,"caffeine,paracetamol(acetaminophen)",12,"
مسكن للألم , خافض للحرارة , للصداع",9سيتال اكسترا  20 قرص  20 
Novaldol 1000mg 15 tablets (now Doliprane),https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Sanofi,paracetamol,18,"
مسكن - خافض حرارة",2نوفالدول 1000مجم 15 قراص ‐ دوليبران الآن 1000 15  ( )
Cetal 120mg 5 infantile supp,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Eipico,paracetamol(acetaminophen),7,"
antipyretic",20 - سيتال لبوس 120مجم 5 اقماع 120 5  
Temporal 250mg/5ml susp. 60 ml,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Mup,paracetamol(acetaminophen),8.5,"
مسكن , خافض للحرارة",1تمبورال 250مجم/5مل معلق 60 مل 250/5  60 
Abimol extra 20 tab.,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Glaxo smithkline,"caffeine,paracetamol",9,"
مسكن وخافض حرارة",3ابيمول اكسترا 500مجم 20 قرص  20 
Vetocetamol 24 tab.,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Arab caps > vetopharm-egypt,"caffeine,paracetamol(acetaminophen)",16.5,"
مسكن عام , خافض للحرارة , تقليل الالام",30 - فيتوسيتامول 24 قرص 24 
Ketolac 10mg 20 tab,https://dwaprices.com/upload/1279519032.jpg,ادوية السخونة,Amriya,ketorolac tromethamine,18,"
مسكن آلام ومضاد التهاب",3كيتولاك 10مجم 20 قرص 10 20 
Paramol 500mg 20 tab,https://dwaprices.com/upload/1634680795.png,ادوية السخونة,Misr,paracetamol(acetaminophen),13.5,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",2بارامول 500 مجم 20 قرص 500 20 
Paramol 120mg/5ml syrup 125 ml,https://dwaprices.com/upload/1634680795.png,ادوية السخونة,Misr,paracetamol(acetaminophen),13,"
antipyretic",3بارامول شراب 125 مل 120/5  125 
Paracetamol-cid 500mg 20 tab,https://dwaprices.com/upload/1634680795.png,ادوية السخونة,Cid,paracetamol,8,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",4باراسيتامول-سيد 500مجم 20 قرص- 500 20 
Perfalgan 1 gm/100ml sol. for i.v. vial,https://dwaprices.com/upload/1634680795.png,ادوية السخونة,Upsa france subsidiary of bms > bristol-myers squibb,paracetamol(acetaminophen),39.75,"
antipyretic",3بيرفالجان 1جم/100مل محلول وريد  1 /100    
Coughsed paracetamol children 12 supp,https://dwaprices.com/upload/1771878953.jpg,ادوية السخونة,Global napi pharmaceuticals > elerte-france,"Gelsemium extract,grindelia extract,niaouli essence,paracetamol(acetaminophen)",23,"
- مهديء للسعال
خافض للحرارة",5كافسيد باراسيتامول 12 قمع للاطفال   12 
Pyral 500mg 20 tab,https://dwaprices.com/upload/1634679574.jpg,ادوية السخونة,Kahira,paracetamol(acetaminophen),7,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",3بيرال 500مجم 20 قرص 500 20 
Adwiflam 25mg children 5 supp.,https://dwaprices.com/upload/1634679574.jpg,ادوية السخونة,Adwia,diclofenac potassium,8,"
يعمل كمسكن وخافض للحرارة ومضاد للالتهابات.",3ادويفلام 25 مجم لبوس 5 اقماع اطفال 25  5 
Brufen 200mg 30 tab,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Kahira > abbott laboratories,ibuprofen,19.25,"
مسكن الام ومضاد التهاب وخافض حرارة",5بروفين 200مجم 30 قرص 200 30 
Adwiflam 50mg e.r. 30 caps.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Adwia,diclofenac potassium,29.25,"
مسكن عام , خافض للحرارة , تقليل الالتهابات , تقليل الالام",4ادويفلام 50 اي ار 30 كبسول 50  30 
Cidal-c 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Cid,"salicylamide,ascorbic acid",3.2,"
antipyretic",4سيدال-ج 20 قرص- 20 
Oblong novalgin 500mg 10 f.c tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Sanofi,dipyrone(metamizole),11,"
antipyretic",4ابلونج نوفالجين 10اقراص  500 10  
Aggrex 250mg 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Rameda,acetylsalicylic acid,6,"
مسكن خافض حرارة",4اجركس 250 مجم 20 قرص 250 20 
Abimol 150mg/5ml 125ml syrup,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Glaxo smithkline,paracetamol(acetaminophen),5,"
خافض حرارة ومسكن",4ابيمول 150مجم/5مل 125 مل شراب 150/5 125 
Paracetamol-mup 500mg b.p. 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Mup,paracetamol(acetaminophen),8,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",5باراسيتامول -المهن 500مجم 20 قرص - 500  20 
Voltaren 25mg 5 supp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,9,"
مسكن آلام . خافض حرارة",4فولتارين لبوس 25 مجم 5 اقماع اطفال 25 5 
Adol extra 24 caplets.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Julphar,"caffeine,paracetamol(acetaminophen)",16.5,"
antipyretic.analgesic",5ادول اكسترا 24 قرص  24 
Panadol 500mg 24 tablets,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Alexandria > glaxo smithkline,paracetamol(acetaminophen),13.5,"
مسكن عام , خافض للحرارة , امن علي الحوامل والمرضعات",5بنادول اقراص العادي 24 قرص 500 24 
Rotapyretic 500mg/50ml vial for i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Grand pharma > biocapital pharma,paracetamol(acetaminophen),13.5,"
antipyretic",60 - روتابيريتك 500مجم/50مل فيال وريد  500/50    
Cetal 250mg/5ml 60ml susp,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Eipico,paracetamol(acetaminophen),11.5,"
خافض للحرارة , تقليل الالام,مسكن عام",9سيتال شرب 250مجم/5مل زجاجة 60 مل معلق 250/5 60 
Adwiflam 75mg/3ml 6 amp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Adwia,diclofenac potassium,29.25,"
nsaid.acetic acid derivatives.antipyretic.analgesic",5ادويفلام 75مجم/3مل 6 أمبولات 75/3 6 
Brufen 600mg 30 tab,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Kahira > abbott laboratories,ibuprofen,40.5,"
مسكن الام ومضاد التهاب وخافض حرارة",6بروفين 600مجم 30 قرص 600 30 
Acetaminophen 125mg paed. supp.u.s.p.xxiii,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Sedico,paracetamol,3,"
خافض حرارة ومسكن",5اسيتامينوفين 125مجم لبوس اطفال 125  
Adwiflam 12.5mg infants 5 supp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Adwia,diclofenac potassium,7.5,"
nsaid.acetic acid derivatives.antipyretic",6ادويفلام 125 مجم 5 اقماع رضع 125  5 
Rotapyretic 1 gm/100ml vial for i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Grand pharma > biocapital pharma,paracetamol(acetaminophen),22.5,"
antipyretic",6روتابايريتيك 1جم/100مل امبول 1 /100    
Doliprane 1gm 8 tab (Novaldol),https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Sanofi,paracetamol(acetaminophen),9.5,"
مسكن آلام , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",5دوليبران 1جم 8 اقراص 1 8  ()
Adwiflam 50 mg 10 sachets,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Adwia,diclofenac potassium,22.5,"
nsaid.acetic acid derivatives.antipyretic.analgesic",70 - ادويفلام 50مجم 10 اكياس 50  10 
Paracetamol-adco 500mg 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Arab drug company.,paracetamol(acetaminophen),9,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",7باراسيتامول-ادكو 500مجم 20 قرص العربية- 500 20 
Voltaren 75mg/3ml 3 amp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,29,"
مسكن آلام وخافض حرارة ومضاد التهاب",50 - فولتارين 75مجم/3مل 3 أمبولات حقن 75/3 3 
Paracetamol-adwic 500mg 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,El nasr,paracetamol(acetaminophen),9,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",6باراسيتامول 500مجم 20 قرص -ادويك- 500 20 
Adolor 10mg 20 f.c. tab,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Pharco,ketorolac tromethamine,12.75,"
مسكن عام ,خافض للحرارة , تقليل الالام",8ادولور 10مجم 20 قرص 10 20  
Migracid syrup 120 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Cid,"metoclopramide,paracetamol(acetaminophen)",3.75,"
antiemetic with antipyretic",7ميجراسيد شراب 120 مل  120 
Paracetamol 500mg 20 tab. b.p.80 pharco (n/a),https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Pharco,paracetamol(acetaminophen),1.5,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",7باراسيتامول 500مجم 20 قرص -فاركو 500 20  80  (/)
Acetaprofen 120 ml susp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Kahira,"ibuprofen,paracetamol",6.75,"
مسكن آلام وخافض حرارة",6اسيتابروفين 120 مل معلق 120  
Panadol joint 24 er tablets,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Alexandria > glaxo smithkline,paracetamol(acetaminophen),38,"
antipyretic",8بانادول جوينت للمفاصل اي ار 24 قرص  24  
Voltaren sr 75mg 20 f.c.tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,45,"
مسكن آلام ومضاد التهاب وخافض حرارة",6فولتارين 75مجم اس ار 20 قرص  75 20 
Pyritrust 1 gm/100ml soln. i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Global napi pharmaceuticals > pharma trust citical co.,paracetamol(acetaminophen),22.5,"
antipyretic",8بيريترست 1جم/100مل محلول 1 /100   
Paralex plus 12 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Alexandria,"methionine,paracetamol(acetaminophen)",6,"
مسكن وخافض للحرارة",6باراليكس بلس 12 قرص  12 
Paralex 125 mg 5 rectal pediatric supp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Alexandria,paracetamol(acetaminophen),2,"
antipyretic",7باراليكس 125مجم 5 لبوس شرجي اطفال 125  5   
Cataflam 15mg/ml oral drops 15 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac potassium,10,"
مسكن آلام وخافض حرارة للأطفال",6كتافلام 15مجم/مل نقط بالفم 15 مل 15/   15 
Voltaren 12.5mg 5 supp. (cancelled),https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,8.75,"
مسكن آلام ومضاد التهاب وخافض حرارة",6فولتارين 125مجم لبوس 5 أقماع 125 5  ()
Paracetamol-pharco b 1% soln. i.v. inf. 50 ml (n/a),https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Pharco b,paracetamol(acetaminophen),12.5,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",7باراسيتامول-فاركو بي 1% محلول للتنقيط الوريدي 50 مل-  1%    50  (/)
Paracetagen 1 gm/100ml vial for i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Badr pharma > genesis pharmaceuticals,paracetamol(acetaminophen),27,"
مسكن , خافض للحرارة , امن علي الحوامل والمرضعات , مسكن للصداع , مسكن لالام الاسنان , مسكن لاعراض البرد , لالام العظام , امن على المعدة , امن للاطفال , امن لمرضى الضغط والسكر",7باراسيتاجين 1جم/100مل فيال للتنقيط الوريدي 1 /100    
Sedamol 5 rectal pediatric supp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Misr,"paracetamol(acetaminophen),phenobarbitone",4.5,"
antipyretic",7سيدامول 5اقماع شرجي رضع 5   
Voltaren 25mg 30 enteric coated tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,13.56,"
مسكن آلام ومضاد التهاب وخافض حرارة",8فولتارين 25 مجم 30 قرص 25 30   
Eupifalgan 1gm/100ml vial for i.v. inf. 100 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Eimc,paracetamol(acetaminophen),15,"
antipyretic",80 - ايوبيفالجان 1جم/100مل فيال 100 مل 1/100     100 
Acetaprofen 100 ml  susp.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Kahira,"ibuprofen,paracetamol",5,"
مسكن وخافض حرارة",8اسيتابروفين 100 مل معلق 100   
Gesicrest 10mg/ml vial for i.v. inf. 100 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Global pharmaceutical industries > novell pharma,paracetamol(acetaminophen),22.5,"
antipyretic",8جيسكريست 10 مجم / مل فيال 50 مل 10/     100 
Cetafen 30 tab,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Sigma,"ibuprofen,paracetamol",21,"
خافض حرارة - مضاد التهاب - مسكن",8سيتافين 30 قرص 30 
Voltaren 50mg 20 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Novartis,diclofenac sodium,21.5,"
مسكن آلام ومضاد التهاب وخافض حرارة",8فولتارين 50مجم 20 قرص 50 20 
Pyral 100mg/ml oral drops 15 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Kahira,paracetamol(acetaminophen),7,"
antipyretic",9بيرال 100مجم/مل نقط للفم 15 مل  100/   15 
Unicetamol 100mg/ml oral drops 15 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Unipharma co.,paracetamol(acetaminophen),6,"
antipyretic",9يونيسيتامول 100مجم/مل نقط للفم 15مل 100/   15 
Bienadol 30 tab.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,El nile.,"caffeine,paracetamol(acetaminophen)",18,"
analgesic.antipyretic",9بينادول 30 قرص  30 
Febrimol oral drops 20 ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Pharco,paracetamol(acetaminophen),4,"
antipyretic",9فيبريمول نقط 20 مل   20 
Novalgin 50mg/ml syrup 100ml,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Sanofi,dipyrone(metamizole),6.75,"
antipyretic",8نوفالجين 50مجم/مل شراب 100مل 50/  100
Pyritrust 500 mg/50ml soln. i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Global napi pharmaceuticals > pharma trust citical co.,paracetamol(acetaminophen),9,"
antipyretic",7بيريترست 500مجم/50مل محلول 500 /50   
Targecetal 1 gm/100ml vial for i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Grand pharma > gravity pharma,paracetamol(acetaminophen),22.5,"
antipyretic",100 - تارجيسيتال 1جم /100مل فيال 1 /100    
Raziphemol 1 gm/100ml soln. for i.v. inf.,https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Elrazy pharmaceuticals-egypt,paracetamol(acetaminophen),22.5,"
antipyretic",9رازايفيمول 1جم/100مل 1 /100    
Pyremol 300mg 5 supp. (cancelled),https://dwaprices.com/upload/1634679248.jpg,ادوية السخونة,Glaxo smithkline,paracetamol(acetaminophen),3.15,"
antipyretic",9بيريمول 300مجم 5 اقماع 300 5  ()
Midodrine 2.5mg 20 tab,https://www.dwaprices.com/upload/1675607192.jpg,انخفاض ضغط الدم,El nile.,midodrine,22,"
لحالات ضغط الدم المنخفض",ميدودرين 25مجم 20 قرص 25 20 
Corasore 150mg/ml oral drops 15 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Amoun,heptaminol,12,"
orthostatic hypotension",كوراسور نقط 15 مل 150/   15 
Hartifrin 7.5mg/ml oral drops 15 ml for hypotension,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,CID,etilefrine,8.75,"
علاج انخفاض ضغط الدم",هارتيفرين 75مجم/مل 15 مل نقط بالفم لانخفاض ضغط الدم 75/   15   
Morepress 5mg 40 tab.,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Marcyrl co.,midodrine,18,"
orthostatic hypotension",موربريس 5مجم 40 قرص  5 40 
Vascon 1% oral drops 15 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Hi-pharm,etilefrine,6,"
hypotension",فاسكون 1% نقط للفم 15 مل 1%   15 
Corasore 150mg 20 tab,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Amoun,heptaminol,16,"
orthostatic hypotension",كوراسور 150مجم 20 قرص 150 20 
Effortil 5mg 20 tab.,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Cid > boehringer ingelheim,etilefrine,18,"
hypotension",10 - ايفورتيل 5 مجم 20 قرص 5 20 
Hepta 150mg/ml oral drops 10 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Alexandria,heptaminol,3.5,"
orthostatic hypotension",هيبتا 150 مجم / مل نقط فموية 10 مل 150/   10 
Heptaminol 150mg 20 tabs.,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Alexandria,heptaminol,8,"
orthostatic hypotension",هيبتامينول 150مجم 20 قرص  150 20 
Effortil 7.5mg/ml oral drops 15 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Cid > boehringer ingelheim,etilefrine,13.5,"
hypotension",1ايفورتيل 75مجم/مل نقط 15 مل 75/   15 
Tensofor 7.5mg/ml oral drops 15 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Pharopharma,etilefrine,8.75,"
hypotension",1تنسوفور 75مجم/مل نقط للفم 15مل 75/   15 
Respirin 150mg/ml oral drops 20 ml,https://www.dwaprices.com/upload/1676298322.jpg,انخفاض ضغط الدم,Pharco,heptaminol,5.25,"
orthostatic hypotension",1ريسبيرين 150مجم/مل نقط للفم 20مل 150/   20 
Sovelpak 400/100mg 28 tablets,https://dwaprices.com/upload/1649352251.jpg,مضاد فيروسات,Marcyrl,"sofosbuvir,velpatasvir",1270,"
مضاد فيروسات",سوفيلباك 400/100مجم 28 قرص 400/100 28 
Acyclovir 5% topical cream 10 gm,https://www.dwaprices.com/upload/1676385938.jpg,مضاد فيروسات,Misr,acyclovir,9.5,"
مضاد للفيروسات , علاج الهيربس",اسيكلوفير 5% كريم موضعي 10 جرام 5%   10 
Entecavir 0.5 mg 10 tab,https://www.dwaprices.com/upload/1676385938.jpg,مضاد فيروسات,Penta pharma-egypt,entecavir,300,"
مضاد فيروسات , لعلاج التهاب الكبد الوبائي المزمن من النوع ب",10 - انتيكافير 05مجم 10 اقراص 05  10 
Zeeloras 300 mg 30 tabs,https://www.dwaprices.com/upload/1675607689.jpg,مضاد فيروسات,Pharma-tech > european egyptian pharm. ind.,tenofovir disoproxil fumarate,360,"
مضاد فيروس الكبدي الوبائي ب",زيلوراس 300مجم 30 قرص 300  30 
Zovirax 5% topical cream 10 gm,https://www.dwaprices.com/upload/1676386531.jpg,مضاد فيروسات,Glaxo smithkline,acyclovir,14.4,"
مضاد للفيروسات",زوفيراكس كريم 10 جرام 5%   10 
Virustat 200mg/5ml susp. 120 ml,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Pharopharma,acyclovir,29,"
مضاد فيروسات",فيروستات 200مجم/5مل معلق 120 مل 200/5  120 
Truvada 30 f.c. tabs.,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Gilead sciences > ibis pharma,"tenofovir disoproxil fumarate,emtricitabine",994,"
antiviral.nucleoside",تروفادا 30 قرص 30  
Nucleobuvir velpa 400/100mg 28 tablets,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Eva pharma,"sofosbuvir,velpatasvir",2000,"
مضاد للفيروسات",نيوكليوبوفير فلبا 400/100 مجم 28 قرص  400/100 28 
Acyclovir 800 stada 35 tab.,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Global napi pharmaceuticals > stada,acyclovir,144,"
مضاد فيروسات",1اسيكلوفير 800مجم 35 قرص ستادا 800  35 
Virustat 5 gm cream,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Pharopharma,acyclovir,5.5,"
كريم مضاد للفيروسات",1فيروستات 5 جرام كريم 5  
Rebif 44mcg/0.5ml s.c. inj. 12 prefilled syringe,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Merck serono s.p.a-italy > united company for trading & distribution,interferon beta-1a,8606,"
antiviral.interferon beta",2ريبيف 44مكجم/05مل حقن تحت الجلد 12 سرنجة معبأة 44/05   12  
Zovirax 3% eye oint. 4.5 gm,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Glaxo smithkline,acyclovir,47.5,"
مضاد الفيروسات , علاج الهيربس",1زوفيراكس مرهم عين 45 جم 3%   45 
Daktavira 60 mg 28 f.c. tabs.,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,European egyptian pharm. ind.,daclatasvir,120,"
antiviral",30 - داكتافيرا 60 مجم 28 قرص 60  28  
Entecavir 1 mg 10 tab.,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Penta pharma-egypt,entecavir,450,"
يستخدم لعلاج التهاب الكبد الفيروسي B
,
مضاد فيروسات , لعلاج التهاب الكبد الوبائي المزمن من النوع ب",1إنتاكاڤير 1مجم 10 اقراص  1  10 
Anviziram 200 mg 40 f.c. tabs. (hospitals only),https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Rameda,favipiravir,1260,"
مضاد للفيروسات اثناء العمليات الجراحية وبعدها",1انفيزيرام 200 مجم 40 قرص (يستخدم بالمستشفيات فقط ) 200  40   ( )
Vosevi 400/100/100mg 28 f.c. tabs,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Gilead sciences > eva pharma,"sofosbuvir,velpatasvir,voxilaprevir",6570,"
مضاد فيروسات",2فوسيفي 400/100/100مجم 28 قرص 400/100/100 28  
Privanork 200mg 40 tab,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,Mash premiere,favipiravir,812,"
مضاد فيروسات , لعلاج الانفلونزا",1بريفانورك 200مجم 40 قرص 200 40 
Cymevene 250mg 84 capsules,https://www.dwaprices.com/upload/1675606734.jpg,مضاد فيروسات,F.hoffman la roche,ganciclovir,2640,"
مضاد للفيروسات",1سيميفين 250مجم 84 كبسولة 250 84 
